T,TM,Tm,SLP,H,VV,V,VM,PM 2.5
22.3,29.8,15.6,1016.0,73.0,1.6,1.1,5.4,232.33333333333331
22.9,31.4,16.2,1016.1,73.0,1.4,0.9,3.5,215.54166666666663
23.4,31.8,17.3,1015.8,75.0,1.6,0.4,3.5,239.41666666666663
23.9,31.8,18.6,1014.2,73.0,1.8,0.4,1.9,196.54166666666663
21.9,30.2,16.1,1014.8,79.0,0.5,1.1,7.6,232.54166666666663
21.9,29.0,17.1,1016.0,75.0,1.1,1.9,5.4,185.5
22.1,29.8,16.1,1015.0,77.0,1.3,0.7,3.5,282.1666666666667
22.3,29.3,16.1,1014.9,64.0,0.8,5.4,18.3,257.6666666666667
22.4,29.8,16.5,1012.0,65.0,1.1,3.5,13.0,166.875
18.5,27.7,11.5,1017.6,68.0,1.3,0.9,7.6,211.45833333333331
18.6,27.7,11.4,1016.4,69.0,1.1,0.4,3.5,215.5
18.8,28.5,11.5,1015.4,69.0,0.8,1.3,3.5,223.375
19.3,28.0,13.0,1014.7,61.0,1.9,5.7,18.3,135.58333333333334
20.0,29.1,11.9,1012.6,64.0,1.4,0.9,7.6,152.04166666666666
18.4,29.1,13.5,1011.4,71.0,1.3,2.6,7.6,141.41666666666666
19.3,28.0,13.8,1014.7,81.0,0.6,1.7,7.6,46.708333333333336
17.9,26.2,13.5,1016.2,75.0,0.8,2.0,11.1,91.75
17.6,24.6,11.2,1016.1,75.0,0.8,7.0,18.3,99.91666666666669
17.8,26.2,11.0,1017.1,79.0,0.6,2.0,7.6,119.70833333333331
20.2,27.0,12.0,1015.8,68.0,1.0,1.3,5.4,110.875
19.2,26.9,11.6,1015.4,78.0,1.0,4.8,14.8,200.33333333333331
14.8,21.0,6.8,1016.4,63.0,2.4,5.4,13.0,203.58333333333331
14.6,21.3,6.0,1017.1,59.0,2.6,8.1,14.8,25.08333333333333
15.2,22.2,7.0,1016.5,60.0,2.4,7.0,14.8,57.083333333333336
14.4,21.1,6.8,1019.1,65.0,1.6,5.6,13.0,349.2916666666667
12.6,21.0,0.0,1018.9,68.0,1.4,2.6,9.4,188.04166666666663
13.7,21.0,5.6,1018.8,71.0,1.3,1.5,7.6,310.25
13.3,19.3,5.5,1021.9,62.0,1.9,7.8,14.8,204.375
14.4,21.5,5.5,1021.0,60.0,1.8,8.9,18.3,223.25
16.3,22.5,7.6,1020.6,64.0,1.4,8.1,14.8,248.95833333333331
